uuid,Keywords,label
0,cardiac troponins; cardiovascular disease; tobacco,1
147,cardiac troponins; cardiovascular disease; tobacco,1
148,cardiac troponins; cardiovascular disease; tobacco,1
149,cardiac troponins; cardiovascular disease; tobacco,1
150,cardiac troponins; cardiovascular disease; tobacco,1
151,cardiac troponins; cardiovascular disease; tobacco,1
152,cardiac troponins; cardiovascular disease; tobacco,1
153,cardiac troponins; cardiovascular disease; tobacco,1
154,cardiac troponins; cardiovascular disease; tobacco,1
155,cardiac troponins; cardiovascular disease; tobacco,1
156,cardiac troponins; cardiovascular disease; tobacco,1
157,cardiac troponins; cardiovascular disease; tobacco,1
158,cardiac troponins; cardiovascular disease; tobacco,1
159,cardiac troponins; cardiovascular disease; tobacco,1
160,cardiac troponins; cardiovascular disease; tobacco,1
161,cardiac troponins; cardiovascular disease; tobacco,1
162,cardiac troponins; cardiovascular disease; tobacco,1
163,cardiac troponins; cardiovascular disease; tobacco,1
164,cardiac troponins; cardiovascular disease; tobacco,1
165,cardiac troponins; cardiovascular disease; tobacco,1
166,cardiac troponins; cardiovascular disease; tobacco,1
167,cardiac troponins; cardiovascular disease; tobacco,1
168,cardiac troponins; cardiovascular disease; tobacco,1
169,cardiac troponins; cardiovascular disease; tobacco,1
170,cardiac troponins; cardiovascular disease; tobacco,1
171,cardiac troponins; cardiovascular disease; tobacco,1
172,cardiac troponins; cardiovascular disease; tobacco,1
173,cardiac troponins; cardiovascular disease; tobacco,1
174,cardiac troponins; cardiovascular disease; tobacco,1
175,cardiac troponins; cardiovascular disease; tobacco,1
176,cardiac troponins; cardiovascular disease; tobacco,1
177,cardiac troponins; cardiovascular disease; tobacco,1
178,cardiac troponins; cardiovascular disease; tobacco,1
179,cardiac troponins; cardiovascular disease; tobacco,1
180,cardiac troponins; cardiovascular disease; tobacco,1
181,cardiac troponins; cardiovascular disease; tobacco,1
182,cardiac troponins; cardiovascular disease; tobacco,1
183,cardiac troponins; cardiovascular disease; tobacco,1
184,cardiac troponins; cardiovascular disease; tobacco,1
185,cardiac troponins; cardiovascular disease; tobacco,1
186,cardiac troponins; cardiovascular disease; tobacco,1
187,cardiac troponins; cardiovascular disease; tobacco,1
188,cardiac troponins; cardiovascular disease; tobacco,1
189,cardiac troponins; cardiovascular disease; tobacco,1
190,cardiac troponins; cardiovascular disease; tobacco,1
191,cardiac troponins; cardiovascular disease; tobacco,1
192,cardiac troponins; cardiovascular disease; tobacco,1
193,cardiac troponins; cardiovascular disease; tobacco,1
194,cardiac troponins; cardiovascular disease; tobacco,1
195,cardiac troponins; cardiovascular disease; tobacco,1
196,cardiac troponins; cardiovascular disease; tobacco,1
197,cardiac troponins; cardiovascular disease; tobacco,1
198,cardiac troponins; cardiovascular disease; tobacco,1
199,cardiac troponins; cardiovascular disease; tobacco,1
200,cardiac troponins; cardiovascular disease; tobacco,1
201,cardiac troponins; cardiovascular disease; tobacco,1
202,cardiac troponins; cardiovascular disease; tobacco,1
203,cardiac troponins; cardiovascular disease; tobacco,1
204,cardiac troponins; cardiovascular disease; tobacco,1
205,cardiac troponins; cardiovascular disease; tobacco,1
206,cardiac troponins; cardiovascular disease; tobacco,1
207,cardiac troponins; cardiovascular disease; tobacco,1
208,cardiac troponins; cardiovascular disease; tobacco,1
209,cardiac troponins; cardiovascular disease; tobacco,1
210,cardiac troponins; cardiovascular disease; tobacco,1
211,cardiac troponins; cardiovascular disease; tobacco,1
212,cardiac troponins; cardiovascular disease; tobacco,1
213,cardiac troponins; cardiovascular disease; tobacco,1
214,cardiac troponins; cardiovascular disease; tobacco,1
215,cardiac troponins; cardiovascular disease; tobacco,1
216,cardiac troponins; cardiovascular disease; tobacco,1
217,cardiac troponins; cardiovascular disease; tobacco,1
218,cardiac troponins; cardiovascular disease; tobacco,1
219,cardiac troponins; cardiovascular disease; tobacco,1
220,cardiac troponins; cardiovascular disease; tobacco,1
221,cardiac troponins; cardiovascular disease; tobacco,1
222,cardiac troponins; cardiovascular disease; tobacco,1
223,cardiac troponins; cardiovascular disease; tobacco,1
224,cardiac troponins; cardiovascular disease; tobacco,1
225,cardiac troponins; cardiovascular disease; tobacco,1
226,cardiac troponins; cardiovascular disease; tobacco,1
227,cardiac troponins; cardiovascular disease; tobacco,1
228,cardiac troponins; cardiovascular disease; tobacco,1
229,cardiac troponins; cardiovascular disease; tobacco,1
230,cardiac troponins; cardiovascular disease; tobacco,1
231,cardiac troponins; cardiovascular disease; tobacco,1
232,cardiac troponins; cardiovascular disease; tobacco,1
233,cardiac troponins; cardiovascular disease; tobacco,1
234,cardiac troponins; cardiovascular disease; tobacco,1
235,cardiac troponins; cardiovascular disease; tobacco,1
236,cardiac troponins; cardiovascular disease; tobacco,1
237,cardiac troponins; cardiovascular disease; tobacco,1
238,cardiac troponins; cardiovascular disease; tobacco,1
239,cardiac troponins; cardiovascular disease; tobacco,1
240,cardiac troponins; cardiovascular disease; tobacco,1
241,cardiac troponins; cardiovascular disease; tobacco,1
242,cardiac troponins; cardiovascular disease; tobacco,1
243,cardiac troponins; cardiovascular disease; tobacco,1
244,cardiac troponins; cardiovascular disease; tobacco,1
245,cardiac troponins; cardiovascular disease; tobacco,1
246,cardiac troponins; cardiovascular disease; tobacco,1
247,cardiac troponins; cardiovascular disease; tobacco,1
248,cardiac troponins; cardiovascular disease; tobacco,1
249,cardiac troponins; cardiovascular disease; tobacco,1
250,cardiac troponins; cardiovascular disease; tobacco,1
251,cardiac troponins; cardiovascular disease; tobacco,1
252,cardiac troponins; cardiovascular disease; tobacco,1
253,cardiac troponins; cardiovascular disease; tobacco,1
254,cardiac troponins; cardiovascular disease; tobacco,1
255,cardiac troponins; cardiovascular disease; tobacco,1
256,cardiac troponins; cardiovascular disease; tobacco,1
257,cardiac troponins; cardiovascular disease; tobacco,1
258,cardiac troponins; cardiovascular disease; tobacco,1
259,cardiac troponins; cardiovascular disease; tobacco,1
260,cardiac troponins; cardiovascular disease; tobacco,1
261,cardiac troponins; cardiovascular disease; tobacco,1
262,cardiac troponins; cardiovascular disease; tobacco,1
263,cardiac troponins; cardiovascular disease; tobacco,1
264,cardiac troponins; cardiovascular disease; tobacco,1
265,cardiac troponins; cardiovascular disease; tobacco,1
266,cardiac troponins; cardiovascular disease; tobacco,1
267,cardiac troponins; cardiovascular disease; tobacco,1
268,cardiac troponins; cardiovascular disease; tobacco,1
269,cardiac troponins; cardiovascular disease; tobacco,1
270,cardiac troponins; cardiovascular disease; tobacco,1
271,cardiac troponins; cardiovascular disease; tobacco,1
272,cardiac troponins; cardiovascular disease; tobacco,1
273,cardiac troponins; cardiovascular disease; tobacco,1
274,cardiac troponins; cardiovascular disease; tobacco,1
275,cardiac troponins; cardiovascular disease; tobacco,1
276,cardiac troponins; cardiovascular disease; tobacco,1
277,cardiac troponins; cardiovascular disease; tobacco,1
278,cardiac troponins; cardiovascular disease; tobacco,1
279,cardiac troponins; cardiovascular disease; tobacco,1
280,cardiac troponins; cardiovascular disease; tobacco,1
281,cardiac troponins; cardiovascular disease; tobacco,1
282,cardiac troponins; cardiovascular disease; tobacco,1
283,cardiac troponins; cardiovascular disease; tobacco,1
284,cardiac troponins; cardiovascular disease; tobacco,1
285,cardiac troponins; cardiovascular disease; tobacco,1
286,cardiac troponins; cardiovascular disease; tobacco,1
287,cardiac troponins; cardiovascular disease; tobacco,1
288,cardiac troponins; cardiovascular disease; tobacco,1
289,cardiac troponins; cardiovascular disease; tobacco,1
290,cardiac troponins; cardiovascular disease; tobacco,1
291,cardiac troponins; cardiovascular disease; tobacco,1
292,cardiac troponins; cardiovascular disease; tobacco,1
293,cardiac troponins; cardiovascular disease; tobacco,1
294,cardiac troponins; cardiovascular disease; tobacco,1
295,cardiac troponins; cardiovascular disease; tobacco,1
296,cardiac troponins; cardiovascular disease; tobacco,1
297,cardiac troponins; cardiovascular disease; tobacco,1
298,cardiac troponins; cardiovascular disease; tobacco,1
299,cardiac troponins; cardiovascular disease; tobacco,1
300,cardiac troponins; cardiovascular disease; tobacco,1
301,cardiac troponins; cardiovascular disease; tobacco,1
302,cardiac troponins; cardiovascular disease; tobacco,1
303,cardiac troponins; cardiovascular disease; tobacco,1
304,cardiac troponins; cardiovascular disease; tobacco,1
305,cardiac troponins; cardiovascular disease; tobacco,1
306,cardiac troponins; cardiovascular disease; tobacco,1
307,cardiac troponins; cardiovascular disease; tobacco,1
308,cardiac troponins; cardiovascular disease; tobacco,1
309,cardiac troponins; cardiovascular disease; tobacco,1
310,cardiac troponins; cardiovascular disease; tobacco,1
311,cardiac troponins; cardiovascular disease; tobacco,1
312,cardiac troponins; cardiovascular disease; tobacco,1
313,cardiac troponins; cardiovascular disease; tobacco,1
314,cardiac troponins; cardiovascular disease; tobacco,1
315,cardiac troponins; cardiovascular disease; tobacco,1
316,cardiac troponins; cardiovascular disease; tobacco,1
317,cardiac troponins; cardiovascular disease; tobacco,1
318,cardiac troponins; cardiovascular disease; tobacco,1
319,cardiac troponins; cardiovascular disease; tobacco,1
320,cardiac troponins; cardiovascular disease; tobacco,1
321,cardiac troponins; cardiovascular disease; tobacco,1
322,cardiac troponins; cardiovascular disease; tobacco,1
323,cardiac troponins; cardiovascular disease; tobacco,1
324,cardiac troponins; cardiovascular disease; tobacco,1
325,cardiac troponins; cardiovascular disease; tobacco,1
326,cardiac troponins; cardiovascular disease; tobacco,1
327,cardiac troponins; cardiovascular disease; tobacco,1
328,cardiac troponins; cardiovascular disease; tobacco,1
329,cardiac troponins; cardiovascular disease; tobacco,1
330,cardiac troponins; cardiovascular disease; tobacco,1
331,cardiac troponins; cardiovascular disease; tobacco,1
332,cardiac troponins; cardiovascular disease; tobacco,1
333,cardiac troponins; cardiovascular disease; tobacco,1
334,cardiac troponins; cardiovascular disease; tobacco,1
335,cardiac troponins; cardiovascular disease; tobacco,1
336,cardiac troponins; cardiovascular disease; tobacco,1
337,cardiac troponins; cardiovascular disease; tobacco,1
338,cardiac troponins; cardiovascular disease; tobacco,1
339,cardiac troponins; cardiovascular disease; tobacco,1
340,cardiac troponins; cardiovascular disease; tobacco,1
341,cardiac troponins; cardiovascular disease; tobacco,1
342,cardiac troponins; cardiovascular disease; tobacco,1
343,cardiac troponins; cardiovascular disease; tobacco,1
344,cardiac troponins; cardiovascular disease; tobacco,1
345,cardiac troponins; cardiovascular disease; tobacco,1
346,cardiac troponins; cardiovascular disease; tobacco,1
347,cardiac troponins; cardiovascular disease; tobacco,1
348,cardiac troponins; cardiovascular disease; tobacco,1
349,cardiac troponins; cardiovascular disease; tobacco,1
350,cardiac troponins; cardiovascular disease; tobacco,1
351,cardiac troponins; cardiovascular disease; tobacco,1
352,cardiac troponins; cardiovascular disease; tobacco,1
353,cardiac troponins; cardiovascular disease; tobacco,1
354,cardiac troponins; cardiovascular disease; tobacco,1
355,cardiac troponins; cardiovascular disease; tobacco,1
356,cardiac troponins; cardiovascular disease; tobacco,1
357,cardiac troponins; cardiovascular disease; tobacco,1
358,cardiac troponins; cardiovascular disease; tobacco,1
359,cardiac troponins; cardiovascular disease; tobacco,1
360,cardiac troponins; cardiovascular disease; tobacco,1
361,cardiac troponins; cardiovascular disease; tobacco,1
362,cardiac troponins; cardiovascular disease; tobacco,1
363,cardiac troponins; cardiovascular disease; tobacco,1
364,cardiac troponins; cardiovascular disease; tobacco,1
365,cardiac troponins; cardiovascular disease; tobacco,1
366,cardiac troponins; cardiovascular disease; tobacco,1
367,cardiac troponins; cardiovascular disease; tobacco,1
368,cardiac troponins; cardiovascular disease; tobacco,1
369,cardiac troponins; cardiovascular disease; tobacco,1
370,cardiac troponins; cardiovascular disease; tobacco,1
371,cardiac troponins; cardiovascular disease; tobacco,1
372,cardiac troponins; cardiovascular disease; tobacco,1
373,cardiac troponins; cardiovascular disease; tobacco,1
374,cardiac troponins; cardiovascular disease; tobacco,1
375,cardiac troponins; cardiovascular disease; tobacco,1
376,cardiac troponins; cardiovascular disease; tobacco,1
377,cardiac troponins; cardiovascular disease; tobacco,1
378,cardiac troponins; cardiovascular disease; tobacco,1
379,cardiac troponins; cardiovascular disease; tobacco,1
380,cardiac troponins; cardiovascular disease; tobacco,1
381,cardiac troponins; cardiovascular disease; tobacco,1
382,cardiac troponins; cardiovascular disease; tobacco,1
383,cardiac troponins; cardiovascular disease; tobacco,1
384,cardiac troponins; cardiovascular disease; tobacco,1
385,cardiac troponins; cardiovascular disease; tobacco,1
386,cardiac troponins; cardiovascular disease; tobacco,1
387,cardiac troponins; cardiovascular disease; tobacco,1
388,cardiac troponins; cardiovascular disease; tobacco,1
389,cardiac troponins; cardiovascular disease; tobacco,1
390,cardiac troponins; cardiovascular disease; tobacco,1
391,cardiac troponins; cardiovascular disease; tobacco,1
392,cardiac troponins; cardiovascular disease; tobacco,1
393,cardiac troponins; cardiovascular disease; tobacco,1
394,cardiac troponins; cardiovascular disease; tobacco,1
395,cardiac troponins; cardiovascular disease; tobacco,1
396,cardiac troponins; cardiovascular disease; tobacco,1
397,cardiac troponins; cardiovascular disease; tobacco,1
398,cardiac troponins; cardiovascular disease; tobacco,1
399,cardiac troponins; cardiovascular disease; tobacco,1
400,cardiac troponins; cardiovascular disease; tobacco,1
401,cardiac troponins; cardiovascular disease; tobacco,1
402,cardiac troponins; cardiovascular disease; tobacco,1
403,cardiac troponins; cardiovascular disease; tobacco,1
404,cardiac troponins; cardiovascular disease; tobacco,1
405,cardiac troponins; cardiovascular disease; tobacco,1
406,cardiac troponins; cardiovascular disease; tobacco,1
407,cardiac troponins; cardiovascular disease; tobacco,1
408,cardiac troponins; cardiovascular disease; tobacco,1
409,cardiac troponins; cardiovascular disease; tobacco,1
410,cardiac troponins; cardiovascular disease; tobacco,1
411,cardiac troponins; cardiovascular disease; tobacco,1
412,cardiac troponins; cardiovascular disease; tobacco,1
413,cardiac troponins; cardiovascular disease; tobacco,1
414,cardiac troponins; cardiovascular disease; tobacco,1
415,cardiac troponins; cardiovascular disease; tobacco,1
416,cardiac troponins; cardiovascular disease; tobacco,1
417,cardiac troponins; cardiovascular disease; tobacco,1
418,cardiac troponins; cardiovascular disease; tobacco,1
419,cardiac troponins; cardiovascular disease; tobacco,1
420,cardiac troponins; cardiovascular disease; tobacco,1
421,cardiac troponins; cardiovascular disease; tobacco,1
422,cardiac troponins; cardiovascular disease; tobacco,1
423,cardiac troponins; cardiovascular disease; tobacco,1
424,cardiac troponins; cardiovascular disease; tobacco,1
425,cardiac troponins; cardiovascular disease; tobacco,1
426,cardiac troponins; cardiovascular disease; tobacco,1
427,cardiac troponins; cardiovascular disease; tobacco,1
428,cardiac troponins; cardiovascular disease; tobacco,1
429,cardiac troponins; cardiovascular disease; tobacco,1
430,cardiac troponins; cardiovascular disease; tobacco,1
431,cardiac troponins; cardiovascular disease; tobacco,1
432,cardiac troponins; cardiovascular disease; tobacco,1
433,cardiac troponins; cardiovascular disease; tobacco,1
434,cardiac troponins; cardiovascular disease; tobacco,1
435,cardiac troponins; cardiovascular disease; tobacco,1
436,cardiac troponins; cardiovascular disease; tobacco,1
437,cardiac troponins; cardiovascular disease; tobacco,1
438,cardiac troponins; cardiovascular disease; tobacco,1
439,cardiac troponins; cardiovascular disease; tobacco,1
440,cardiac troponins; cardiovascular disease; tobacco,1
441,cardiac troponins; cardiovascular disease; tobacco,1
442,cardiac troponins; cardiovascular disease; tobacco,1
443,cardiac troponins; cardiovascular disease; tobacco,1
444,cardiac troponins; cardiovascular disease; tobacco,1
445,cardiac troponins; cardiovascular disease; tobacco,1
446,cardiac troponins; cardiovascular disease; tobacco,1
447,cardiac troponins; cardiovascular disease; tobacco,1
448,cardiac troponins; cardiovascular disease; tobacco,1
449,cardiac troponins; cardiovascular disease; tobacco,1
450,cardiac troponins; cardiovascular disease; tobacco,1
451,cardiac troponins; cardiovascular disease; tobacco,1
452,cardiac troponins; cardiovascular disease; tobacco,1
453,cardiac troponins; cardiovascular disease; tobacco,1
454,cardiac troponins; cardiovascular disease; tobacco,1
455,cardiac troponins; cardiovascular disease; tobacco,1
456,cardiac troponins; cardiovascular disease; tobacco,1
457,cardiac troponins; cardiovascular disease; tobacco,1
458,cardiac troponins; cardiovascular disease; tobacco,1
459,cardiac troponins; cardiovascular disease; tobacco,1
460,cardiac troponins; cardiovascular disease; tobacco,1
461,cardiac troponins; cardiovascular disease; tobacco,1
462,cardiac troponins; cardiovascular disease; tobacco,1
463,cardiac troponins; cardiovascular disease; tobacco,1
464,cardiac troponins; cardiovascular disease; tobacco,1
465,cardiac troponins; cardiovascular disease; tobacco,1
466,cardiac troponins; cardiovascular disease; tobacco,1
467,cardiac troponins; cardiovascular disease; tobacco,1
468,cardiac troponins; cardiovascular disease; tobacco,1
469,cardiac troponins; cardiovascular disease; tobacco,1
470,cardiac troponins; cardiovascular disease; tobacco,1
471,cardiac troponins; cardiovascular disease; tobacco,1
472,cardiac troponins; cardiovascular disease; tobacco,1
473,cardiac troponins; cardiovascular disease; tobacco,1
474,cardiac troponins; cardiovascular disease; tobacco,1
475,cardiac troponins; cardiovascular disease; tobacco,1
476,cardiac troponins; cardiovascular disease; tobacco,1
477,cardiac troponins; cardiovascular disease; tobacco,1
478,cardiac troponins; cardiovascular disease; tobacco,1
479,cardiac troponins; cardiovascular disease; tobacco,1
480,cardiac troponins; cardiovascular disease; tobacco,1
481,cardiac troponins; cardiovascular disease; tobacco,1
482,cardiac troponins; cardiovascular disease; tobacco,1
483,cardiac troponins; cardiovascular disease; tobacco,1
484,cardiac troponins; cardiovascular disease; tobacco,1
485,cardiac troponins; cardiovascular disease; tobacco,1
486,cardiac troponins; cardiovascular disease; tobacco,1
487,cardiac troponins; cardiovascular disease; tobacco,1
488,cardiac troponins; cardiovascular disease; tobacco,1
489,cardiac troponins; cardiovascular disease; tobacco,1
490,cardiac troponins; cardiovascular disease; tobacco,1
491,cardiac troponins; cardiovascular disease; tobacco,1
492,cardiac troponins; cardiovascular disease; tobacco,1
493,cardiac troponins; cardiovascular disease; tobacco,1
494,cardiac troponins; cardiovascular disease; tobacco,1
495,cardiac troponins; cardiovascular disease; tobacco,1
496,cardiac troponins; cardiovascular disease; tobacco,1
497,cardiac troponins; cardiovascular disease; tobacco,1
498,cardiac troponins; cardiovascular disease; tobacco,1
499,cardiac troponins; cardiovascular disease; tobacco,1
500,cardiac troponins; cardiovascular disease; tobacco,1
501,cardiac troponins; cardiovascular disease; tobacco,1
502,cardiac troponins; cardiovascular disease; tobacco,1
503,cardiac troponins; cardiovascular disease; tobacco,1
504,cardiac troponins; cardiovascular disease; tobacco,1
505,cardiac troponins; cardiovascular disease; tobacco,1
506,cardiac troponins; cardiovascular disease; tobacco,1
507,cardiac troponins; cardiovascular disease; tobacco,1
508,cardiac troponins; cardiovascular disease; tobacco,1
509,cardiac troponins; cardiovascular disease; tobacco,1
510,cardiac troponins; cardiovascular disease; tobacco,1
511,cardiac troponins; cardiovascular disease; tobacco,1
512,cardiac troponins; cardiovascular disease; tobacco,1
513,cardiac troponins; cardiovascular disease; tobacco,1
514,cardiac troponins; cardiovascular disease; tobacco,1
515,cardiac troponins; cardiovascular disease; tobacco,1
516,cardiac troponins; cardiovascular disease; tobacco,1
517,cardiac troponins; cardiovascular disease; tobacco,1
518,cardiac troponins; cardiovascular disease; tobacco,1
519,cardiac troponins; cardiovascular disease; tobacco,1
520,cardiac troponins; cardiovascular disease; tobacco,1
521,cardiac troponins; cardiovascular disease; tobacco,1
522,cardiac troponins; cardiovascular disease; tobacco,1
523,cardiac troponins; cardiovascular disease; tobacco,1
524,cardiac troponins; cardiovascular disease; tobacco,1
525,cardiac troponins; cardiovascular disease; tobacco,1
526,cardiac troponins; cardiovascular disease; tobacco,1
527,cardiac troponins; cardiovascular disease; tobacco,1
528,cardiac troponins; cardiovascular disease; tobacco,1
529,cardiac troponins; cardiovascular disease; tobacco,1
530,cardiac troponins; cardiovascular disease; tobacco,1
531,cardiac troponins; cardiovascular disease; tobacco,1
532,cardiac troponins; cardiovascular disease; tobacco,1
533,cardiac troponins; cardiovascular disease; tobacco,1
534,cardiac troponins; cardiovascular disease; tobacco,1
535,cardiac troponins; cardiovascular disease; tobacco,1
